AidData Project ID,Title,Organization,Organization ISO,Organization Role,Organization,Organization ISO,Organization Role,Organization,Organization ISO,Organization Role,Other Organizations,Source,Short Description,Long Description,Donor Project ID,Donor Secondary Project ID
906000993654,Bunia Cite ,United States,,Funding,,,,,,,,Geocoding 2013,,WYOBEz4881o,WYOBEz4881o,
906000993656,CNCA ,United States,,Funding,,,,,,,,Geocoding 2013,,BrZifYEXjUT,BrZifYEXjUT,
906000993658,Central,United States,,Funding,,,,,,,,Geocoding 2013,,u2DhZm4PzTq,u2DhZm4PzTq,
906000993660,Kindia,United States,,Funding,,,,,,,,Geocoding 2013,,MKKAGFpsVRP,MKKAGFpsVRP,
906000993662,Lembabo,United States,,Funding,,,,,,,,Geocoding 2013,,HSb8DIgCDjR,HSb8DIgCDjR,
906000993664,Ngezi/PNC,United States,,Funding,,,,,,,,Geocoding 2013,,LcNUyIRSw9S,LcNUyIRSw9S,
906000993666,Nyakasanza,United States,,Funding,,,,,,,,Geocoding 2013,,ae0BILTPgzn,ae0BILTPgzn,
906000993668,Simbiliabo,United States,,Funding,,,,,,,,Geocoding 2013,,iv3RxfdPxdD,iv3RxfdPxdD,
906000993670,Barazana ,United States,,Funding,,,,,,,,Geocoding 2013,,l6YYxLEx2GP,l6YYxLEx2GP,
906000993672,Deie ,United States,,Funding,,,,,,,,Geocoding 2013,,v74fbK7M6hR,v74fbK7M6hR,
906000993674,Kunda ,United States,,Funding,,,,,,,,Geocoding 2013,,BbFB0tVZINV,BbFB0tVZINV,
906000993676,Mwanga ,United States,,Funding,,,,,,,,Geocoding 2013,,RYKzqsPX8GD,RYKzqsPX8GD,
906000993678,Rwampara HGR,United States,,Funding,,,,,,,,Geocoding 2013,,d1d7KEZgHeZ,d1d7KEZgHeZ,
906000993680,TBD1 - Rwampara,United States,,Funding,,,,,,,,Geocoding 2013,,qCCQ6yHcCkC,qCCQ6yHcCkC,
906000993682,TBD2 - Rwampara,United States,,Funding,,,,,,,,Geocoding 2013,,RfLibDdyQ8i,RfLibDdyQ8i,
906000993684,TBD3 - Rwampara,United States,,Funding,,,,,,,,Geocoding 2013,,FvKUhvfb88b,FvKUhvfb88b,
906000993686,TBD4 - Rwampara,United States,,Funding,,,,,,,,Geocoding 2013,,tL14s9W147Z,tL14s9W147Z,
906000993688,Anr,United States,,Funding,,,,,,,,Geocoding 2013,,vLtuZeZ4GV0,vLtuZeZ4GV0,
906000993690,Ararat,United States,,Funding,,,,,,,,Geocoding 2013,,TINBR3DSIlZ,TINBR3DSIlZ,
906000993692,Centre De Transfusion Sanguine,United States,,Funding,,,,,,,,Geocoding 2013,,BJTBxIUyKb8,BJTBxIUyKb8,
906000993694,Compassion,United States,,Funding,,,,,,,,Geocoding 2013,,pacShub2G3Y,pacShub2G3Y,
906000993696,Hope Medical,United States,,Funding,,,,,,,,Geocoding 2013,,FyzAz9jR6Fr,FyzAz9jR6Fr,
906000993698,Kimbanza,United States,,Funding,,,,,,,,Geocoding 2013,,G76R81cEwiu,G76R81cEwiu,
906000993700,Libikisi,United States,,Funding,,,,,,,,Geocoding 2013,,Uk9nasgeiIS,Uk9nasgeiIS,
906000993702,Mangembo,United States,,Funding,,,,,,,,Geocoding 2013,,e6c0ABiPQNC,e6c0ABiPQNC,
906000993704,Patience Medicale,United States,,Funding,,,,,,,,Geocoding 2013,,jDaHkJCJyzx,jDaHkJCJyzx,
906000993706,Riviera,United States,,Funding,,,,,,,,Geocoding 2013,,VdOQBLsNbPQ,VdOQBLsNbPQ,
906000993708,Tshisuaka,United States,,Funding,,,,,,,,Geocoding 2013,,tx5B2cyTSjf,tx5B2cyTSjf,
906000993710,Anamed,United States,,Funding,,,,,,,,Geocoding 2013,,sTDAQHvIKIV,sTDAQHvIKIV,
906000993712,Bumbu CME,United States,,Funding,,,,,,,,Geocoding 2013,,bhJOcDH6dWF,bhJOcDH6dWF,
906000993714,CBCO Barel,United States,,Funding,,,,,,,,Geocoding 2013,,eYcFbb5oMBI,eYcFbb5oMBI,
906000993716,La Grace Medicale -Bumbu,United States,,Funding,,,,,,,,Geocoding 2013,,Eui5bVyCQAp,Eui5bVyCQAp,
906000993718,Libondi ,United States,,Funding,,,,,,,,Geocoding 2013,,xOGtsow3v3n,xOGtsow3v3n,
906000993720,Siloe - Bumbu ,United States,,Funding,,,,,,,,Geocoding 2013,,v48USnRTqrX,v48USnRTqrX,
906000993722,Bondeko  - Kalamu1 ,United States,,Funding,,,,,,,,Geocoding 2013,,aNXS943lsof,aNXS943lsof,
906000993724,Centre BiomeMedicale de Matonge ,United States,,Funding,,,,,,,,Geocoding 2013,,Pt3pZRenoHC,Pt3pZRenoHC,
906000993726,Centre IST Matonge,United States,,Funding,,,,,,,,Geocoding 2013,,xHi9yBoP2rF,xHi9yBoP2rF,
906000993728,Fondation Lisalisi,United States,,Funding,,,,,,,,Geocoding 2013,,FOnUtDzAxcK,FOnUtDzAxcK,
906000993730,Kauka 2 CM,United States,,Funding,,,,,,,,Geocoding 2013,,B3kmocUaM6A,B3kmocUaM6A,
906000993732,Onatra - Kalamu1 Hopital,United States,,Funding,,,,,,,,Geocoding 2013,,t9emPDxpJlR,t9emPDxpJlR,
906000993734,Akram Bongolo,United States,,Funding,,,,,,,,Geocoding 2013,,WwsPMRGWZ2c,WwsPMRGWZ2c,
906000993736,Bien Etre Familial,United States,,Funding,,,,,,,,Geocoding 2013,,IFCnHxoRtMZ,IFCnHxoRtMZ,
906000993738,Bon Berger 2 - Kalamu2,United States,,Funding,,,,,,,,Geocoding 2013,,pZVNBJhQlJp,pZVNBJhQlJp,
906000993740,Centre Medical de l'Anemie SS,United States,,Funding,,,,,,,,Geocoding 2013,,JWGgz273wnf,JWGgz273wnf,
906000993742,Centre Medical de l'Anemie SS,United States,,Funding,,,,,,,,Geocoding 2013,,I9GSgKdjKWQ,I9GSgKdjKWQ,
906000993744,Kalamu Medical Center - Kalamu2,United States,,Funding,,,,,,,,Geocoding 2013,,AZ2P7XVgSXH,AZ2P7XVgSXH,
906000993746,Mav Espoir,United States,,Funding,,,,,,,,Geocoding 2013,,gS1d6xZMSkL,gS1d6xZMSkL,
906000993748,Presbyterien Kasonga (CHK),United States,,Funding,,,,,,,,Geocoding 2013,,z1m77GyvVrs,z1m77GyvVrs,
906000993750,Anciens Combattants ,United States,,Funding,,,,,,,,Geocoding 2013,,wGe0LSdww6Z,wGe0LSdww6Z,
906000993752,Bon Berger Polyclinique,United States,,Funding,,,,,,,,Geocoding 2013,,nIllmN7hR7W,nIllmN7hR7W,
906000993754,Bwanya,United States,,Funding,,,,,,,,Geocoding 2013,,QJk5E7AcuW2,QJk5E7AcuW2,
906000993756,CASOP,United States,,Funding,,,,,,,,Geocoding 2013,,l19LlqtS9yY,l19LlqtS9yY,
906000993758,Clinique Des Anges -Kasa-Vubu,United States,,Funding,,,,,,,,Geocoding 2013,,P347ys8MMrT,P347ys8MMrT,
906000993760,Esprosa ,United States,,Funding,,,,,,,,Geocoding 2013,,XA4Txb1GgyN,XA4Txb1GgyN,
906000993762,Mama Pamela CH,United States,,Funding,,,,,,,,Geocoding 2013,,uXbxJftgXjY,uXbxJftgXjY,
906000993764,Sonal,United States,,Funding,,,,,,,,Geocoding 2013,,zDQHrRjZYyR,zDQHrRjZYyR,
906000993766,Trinite - Kasa-Vubu CM,United States,,Funding,,,,,,,,Geocoding 2013,,RV16Knzab6j,RV16Knzab6j,
906000993768,PIR Victoire,United States,,Funding,,,,,,,,Geocoding 2013,,v773khcP7KK,v773khcP7KK,
906000993770,Barumbu CME,United States,,Funding,,,,,,,,Geocoding 2013,,fI0EkOM1tTm,fI0EkOM1tTm,
906000993772,Itaga ,United States,,Funding,,,,,,,,Geocoding 2013,,ejdlw9Pc2uL,ejdlw9Pc2uL,
906000993774,Mongala - Kinshasa,United States,,Funding,,,,,,,,Geocoding 2013,,KCZrcu0qFQ8,KCZrcu0qFQ8,
906000993776,OSD Clinic,United States,,Funding,,,,,,,,Geocoding 2013,,WZmB0M5ybmn,WZmB0M5ybmn,
906000993778,St Pierre - Kinshasa ,United States,,Funding,,,,,,,,Geocoding 2013,,jGF15oFrdOu,jGF15oFrdOu,
906000993780,Kin-Clinic,United States,,Funding,,,,,,,,Geocoding 2013,,aM0HWGElUDP,aM0HWGElUDP,
906000993782,Mobokoli,United States,,Funding,,,,,,,,Geocoding 2013,,R0mnoAB59Dn,R0mnoAB59Dn,
906000993784,Ngondo Maria,United States,,Funding,,,,,,,,Geocoding 2013,,tnYuo0z8AWU,tnYuo0z8AWU,
906000993786,Selo ,United States,,Funding,,,,,,,,Geocoding 2013,,I8pNOgV9G1r,I8pNOgV9G1r,
906000993788,Setas ,United States,,Funding,,,,,,,,Geocoding 2013,,fJ2ueEVRUvx,fJ2ueEVRUvx,
906000993790,St Clement,United States,,Funding,,,,,,,,Geocoding 2013,,WRHQU97k9FI,WRHQU97k9FI,
906000993792,Ndjombo,United States,,Funding,,,,,,,,Geocoding 2013,,HwmXrDbTcFo,HwmXrDbTcFo,
906000993794,Ngiri-Ngiri CH,United States,,Funding,,,,,,,,Geocoding 2013,,wfqEUq55XYO,wfqEUq55XYO,
906000993796,Bolingo Ngiri-Ngiri CH,United States,,Funding,,,,,,,,Geocoding 2013,,Y0rM18xNp03,Y0rM18xNp03,
906000993798,Omeco Yangambi,United States,,Funding,,,,,,,,Geocoding 2013,,QaT7dnNAp7G,QaT7dnNAp7G,
906000993800,Polyclinique de Ngiri-Ngiri,United States,,Funding,,,,,,,,Geocoding 2013,,JF25kAMx3cM,JF25kAMx3cM,
906000993802,Bakidi,United States,,Funding,,,,,,,,Geocoding 2013,,ojMhUhn81ZR,ojMhUhn81ZR,
906000993804,Centre Penitentiaire et de Rehabiltiation de Kinshasa- CPRK - Makala,United States,,Funding,,,,,,,,Geocoding 2013,,GEsVFTeWhxg,GEsVFTeWhxg,
906000993806,Delivrance,United States,,Funding,,,,,,,,Geocoding 2013,,bWhdWDbyorl,bWhdWDbyorl,
906000993808,Makala HGR,United States,,Funding,,,,,,,,Geocoding 2013,,v1xaUe8xyZW,v1xaUe8xyZW,
906000993810,Ste Anne ,United States,,Funding,,,,,,,,Geocoding 2013,,RlbA7laxTfj,RlbA7laxTfj,
906000993812,Libikisi,United States,,Funding,,,,,,,,Geocoding 2013,,bcDwJYQJpoO,bcDwJYQJpoO,
906000993814,Boyambi ,United States,,Funding,,,,,,,,Geocoding 2013,,pakjh4ImfVy,pakjh4ImfVy,
906000993816,Charite CH,United States,,Funding,,,,,,,,Geocoding 2013,,AZDuSn70hh9,AZDuSn70hh9,
906000993818,Kalamu Medical Center - Barumbu,United States,,Funding,,,,,,,,Geocoding 2013,,ZF4ObzbLx64,ZF4ObzbLx64,
906000993820,Kasai ,United States,,Funding,,,,,,,,Geocoding 2013,,p0Y3TzVzl2v,p0Y3TzVzl2v,
906000993822,Morija CH,United States,,Funding,,,,,,,,Geocoding 2013,,sZDV6ReD0lL,sZDV6ReD0lL,
906000993824,Race Benie,United States,,Funding,,,,,,,,Geocoding 2013,,tcbP22ddgbd,tcbP22ddgbd,
906000993826,Scibe Congo ,United States,,Funding,,,,,,,,Geocoding 2013,,e8KWgvg4aKz,e8KWgvg4aKz,
906000993828,Zainabia - Barumbu,United States,,Funding,,,,,,,,Geocoding 2013,,E91x7kuczT1,E91x7kuczT1,
906000993830,Force Navale CM,United States,,Funding,,,,,,,,Geocoding 2013,,CPokcJp5MZs,CPokcJp5MZs,
906000993832,Mbaki - Ndolo CM,United States,,Funding,,,,,,,,Geocoding 2013,,N0ZTxH6QCUP,N0ZTxH6QCUP,
906000993834,Kasa-Vubu ,United States,,Funding,,,,,,,,Geocoding 2013,,WGkhTclMK4U,WGkhTclMK4U,
906000993836,Omo ,United States,,Funding,,,,,,,,Geocoding 2013,,bNUBa4Uk8jZ,bNUBa4Uk8jZ,
906000993838,Palais de Marbre CM,United States,,Funding,,,,,,,,Geocoding 2013,,zWJTKaAtT1H,zWJTKaAtT1H,
906000993840,Panzi Medical ,United States,,Funding,,,,,,,,Geocoding 2013,,IMSWz4ZSAKw,IMSWz4ZSAKw,
906000993842,Bolingani-Ozone CM,United States,,Funding,,,,,,,,Geocoding 2013,,AbRJ3ExMwqt,AbRJ3ExMwqt,
906000993844,Bubazaya ,United States,,Funding,,,,,,,,Geocoding 2013,,ch7DLArioSa,ch7DLArioSa,
906000993846,Camp Munganga,United States,,Funding,,,,,,,,Geocoding 2013,,fhmdjmyYonF,fhmdjmyYonF,
906000993848,Cite des Anciens Combattants,United States,,Funding,,,,,,,,Geocoding 2013,,HTBugFYYjDp,HTBugFYYjDp,
906000993850,Elisabeth Akhatshi CM,United States,,Funding,,,,,,,,Geocoding 2013,,PlRM5VLGoQU,PlRM5VLGoQU,
906000993852,Kinsuka pecheurs,United States,,Funding,,,,,,,,Geocoding 2013,,M14T9VdAZ44,M14T9VdAZ44,
906000993854,Lukunga,United States,,Funding,,,,,,,,Geocoding 2013,,MnriMXsiL9a,MnriMXsiL9a,
906000993856,Maman Yemo,United States,,Funding,,,,,,,,Geocoding 2013,,QeP8p9o80cr,QeP8p9o80cr,
906000993858,Mfinda,United States,,Funding,,,,,,,,Geocoding 2013,,Fti8jBNJ3fk,Fti8jBNJ3fk,
906000993860,Musey,United States,,Funding,,,,,,,,Geocoding 2013,,Pxupiv3mcoF,Pxupiv3mcoF,
906000993862,Paul Medical Center CM,United States,,Funding,,,,,,,,Geocoding 2013,,qqmgpSV2EsB,qqmgpSV2EsB,
906000993864,Siloe - Ozone CM,United States,,Funding,,,,,,,,Geocoding 2013,,jqqHp393ePE,jqqHp393ePE,
906000993866,Akhenathon CM,United States,,Funding,,,,,,,,Geocoding 2013,,tF3ZNTAsCk8,tF3ZNTAsCk8,
906000993868,Akram GOMBE,United States,,Funding,,,,,,,,Geocoding 2013,,UV8wNpRdCm5,UV8wNpRdCm5,
906000993870,Haut-Commandement CM,United States,,Funding,,,,,,,,Geocoding 2013,,harzwESp9Iz,harzwESp9Iz,
906000993872,Hopital General Provincial de Reference de Kinshasa,United States,,Funding,,,,,,,,Geocoding 2013,,lQMrRcwb1Nc,lQMrRcwb1Nc,
906000993874,Laboratoire De Reference Du SIDA,United States,,Funding,,,,,,,,Geocoding 2013,,JETDsmYAPAX,JETDsmYAPAX,
906000993876,Laboratoire Institut National de Recherches Biomedicales (INRB),United States,,Funding,,,,,,,,Geocoding 2013,,XdDjVCinOlp,XdDjVCinOlp,
906000993878,Mongala - Gombe CM,United States,,Funding,,,,,,,,Geocoding 2013,,faJ0GmaPix2,faJ0GmaPix2,
906000993880,Ngaliema CL,United States,,Funding,,,,,,,,Geocoding 2013,,iehl0t1rwoL,iehl0t1rwoL,
906000993882,Office Congolais de Controle CM,United States,,Funding,,,,,,,,Geocoding 2013,,lRkkZ9Wp13X,lRkkZ9Wp13X,
906000993884,Laboratoire De Reference Du SIDA,United States,,Funding,,,,,,,,Geocoding 2013,,ol2nb33O0yk,ol2nb33O0yk,
906000993886,Kikimi ,United States,,Funding,,,,,,,,Geocoding 2013,,VNukpa6si41,VNukpa6si41,
906000993888,Ngapani ,United States,,Funding,,,,,,,,Geocoding 2013,,oNfRqDOhfAm,oNfRqDOhfAm,
906000993890,Trinit̩ Kivuvu ,United States,,Funding,,,,,,,,Geocoding 2013,,dGg906ARbzA,dGg906ARbzA,
906000993892,Bolingani - Kingasani ,United States,,Funding,,,,,,,,Geocoding 2013,,Ka1zT3c5Yzk,Ka1zT3c5Yzk,
906000993894,Light ,United States,,Funding,,,,,,,,Geocoding 2013,,lAwJj5fB261,lAwJj5fB261,
906000993896,TBD1 - Kingasani,United States,,Funding,,,,,,,,Geocoding 2013,,YdL4Sv9mzLP,YdL4Sv9mzLP,
906000993898,Akram Kintambo,United States,,Funding,,,,,,,,Geocoding 2013,,cKtzgXJFxuT,cKtzgXJFxuT,
906000993900,CBCO - Kintambo ,United States,,Funding,,,,,,,,Geocoding 2013,,OQAlbNLgwat,OQAlbNLgwat,
906000993902,Kimia,United States,,Funding,,,,,,,,Geocoding 2013,,Wu4BFzuogPb,Wu4BFzuogPb,
906000993904,Kintambo HGR,United States,,Funding,,,,,,,,Geocoding 2013,,Vx7LxeEEMHW,Vx7LxeEEMHW,
906000993906,Kintambo Maternite,United States,,Funding,,,,,,,,Geocoding 2013,,SYuGUKBZBFF,SYuGUKBZBFF,
906000993908,Nganda Clinique,United States,,Funding,,,,,,,,Geocoding 2013,,nTgEW48tlis,nTgEW48tlis,
906000993910,Obed ,United States,,Funding,,,,,,,,Geocoding 2013,,OYbdbGBKRM7,OYbdbGBKRM7,
906000993912,Kabinda CH,United States,,Funding,,,,,,,,Geocoding 2013,,hE7fj4K5uaA,hE7fj4K5uaA,
906000993914,Kalembe-Lembe HP,United States,,Funding,,,,,,,,Geocoding 2013,,pl9kU27Sqed,pl9kU27Sqed,
906000993916,Kitega ,United States,,Funding,,,,,,,,Geocoding 2013,,yXoXTlZwNau,yXoXTlZwNau,
906000993918,TBD1 - Lingwala,United States,,Funding,,,,,,,,Geocoding 2013,,xmrNOoQ8Gzj,xmrNOoQ8Gzj,
906000993920,TBD2 - Lingwala,United States,,Funding,,,,,,,,Geocoding 2013,,JLlbW5g0mN8,JLlbW5g0mN8,
906000993922,TBD3 - Lingwala,United States,,Funding,,,,,,,,Geocoding 2013,,agKT2VDGRJY,agKT2VDGRJY,
906000993924,TBD4 - Lingwala,United States,,Funding,,,,,,,,Geocoding 2013,,yb3u5XvKWpZ,yb3u5XvKWpZ,
906000993926,Vijana ,United States,,Funding,,,,,,,,Geocoding 2013,,rwpENEMMpoa,rwpENEMMpoa,
906000993928,Lufungula,United States,,Funding,,,,,,,,Geocoding 2013,,TXHfN2CHtTC,TXHfN2CHtTC,
906000993930,Kimbangu CH,United States,,Funding,,,,,,,,Geocoding 2013,,Yhq7Zgv8IjQ,Yhq7Zgv8IjQ,
906000993932,Matadi Mayo ,United States,,Funding,,,,,,,,Geocoding 2013,,xd1mxY5ARO5,xd1mxY5ARO5,
906000993934,Monkole HGR,United States,,Funding,,,,,,,,Geocoding 2013,,hwtQJDLHLTC,hwtQJDLHLTC,
906000993936,Rene Deheas CH,United States,,Funding,,,,,,,,Geocoding 2013,,GwoD2rHJ8Pn,GwoD2rHJ8Pn,
906000993938,Ste Rita - Mont-Ngafula1 CM,United States,,Funding,,,,,,,,Geocoding 2013,,RXlQcHbTLQK,RXlQcHbTLQK,
906000993940,Environnement et Sante,United States,,Funding,,,,,,,,Geocoding 2013,,gXhzZ0gT5ay,gXhzZ0gT5ay,
906000993942,Mambre ,United States,,Funding,,,,,,,,Geocoding 2013,,gkvoKi8rPBc,gkvoKi8rPBc,
906000993944,Mitendi,United States,,Funding,,,,,,,,Geocoding 2013,,GsVIE7klUZQ,GsVIE7klUZQ,
906000993946,P̬re Nsadi  ,United States,,Funding,,,,,,,,Geocoding 2013,,GiZKHGgDMoG,GiZKHGgDMoG,
906000993948,TBD1 - Mont-Ngafula2,United States,,Funding,,,,,,,,Geocoding 2013,,pzrCzlZ0lAf,pzrCzlZ0lAf,
906000993950,TBD2 - Mont-Ngafula2,United States,,Funding,,,,,,,,Geocoding 2013,,HjXDIbGfctD,HjXDIbGfctD,
906000993952,Edith Cavell CM,United States,,Funding,,,,,,,,Geocoding 2013,,BkACxz4MQSs,BkACxz4MQSs,
906000993954,Kasongo,United States,,Funding,,,,,,,,Geocoding 2013,,J8isOUhFTop,J8isOUhFTop,
906000993956,La Borne,United States,,Funding,,,,,,,,Geocoding 2013,,qLVXOqC89er,qLVXOqC89er,
906000993958,Binza -Maternite,United States,,Funding,,,,,,,,Geocoding 2013,,H5585FRfkFT,H5585FRfkFT,
906000993960,Aprodi CH,United States,,Funding,,,,,,,,Geocoding 2013,,SccbWdjaDAB,SccbWdjaDAB,
906000993962,Des Anges Clinique VIP,United States,,Funding,,,,,,,,Geocoding 2013,,XZFZQUoZu2L,XZFZQUoZu2L,
906000993964,ECC Mapasa,United States,,Funding,,,,,,,,Geocoding 2013,,v0IyIzkKwFI,v0IyIzkKwFI,
906000993966,Kinkenda,United States,,Funding,,,,,,,,Geocoding 2013,,FU0QT15MNwh,FU0QT15MNwh,
906000993968,Mwinda ,United States,,Funding,,,,,,,,Geocoding 2013,,P0rbWPl7m6y,P0rbWPl7m6y,
906000993970,Shalom - Meteo ,United States,,Funding,,,,,,,,Geocoding 2013,,uvTFcM9Nzc8,uvTFcM9Nzc8,
906000993972,St Sacrement ,United States,,Funding,,,,,,,,Geocoding 2013,,QpJn4kdw0uF,QpJn4kdw0uF,
906000993974,TBD1 - Binza-Meteo,United States,,Funding,,,,,,,,Geocoding 2013,,zaZIf1J5GUT,zaZIf1J5GUT,
906000993976,TBD2 - Binza-Meteo,United States,,Funding,,,,,,,,Geocoding 2013,,Bbd2pfA0wfJ,Bbd2pfA0wfJ,
906000993978,TBD3 - Binza-Meteo,United States,,Funding,,,,,,,,Geocoding 2013,,CX23lTcsOph,CX23lTcsOph,
906000993980,TBD4 - Binza-Meteo,United States,,Funding,,,,,,,,Geocoding 2013,,BInUmTa4PEH,BInUmTa4PEH,
906000993982,Bolingo-Ozone,United States,,Funding,,,,,,,,Geocoding 2013,,uTpUalmwmX6,uTpUalmwmX6,
906000993984,Celpa - Ozone CM,United States,,Funding,,,,,,,,Geocoding 2013,,ZzekHg1dAyK,ZzekHg1dAyK,
906000993986,Clinique IK,United States,,Funding,,,,,,,,Geocoding 2013,,nlmoEzNkXIZ,nlmoEzNkXIZ,
906000993988,Galilee ,United States,,Funding,,,,,,,,Geocoding 2013,,WH9lpMcwF5z,WH9lpMcwF5z,
906000993990,Lukunga ,United States,,Funding,,,,,,,,Geocoding 2013,,DJtAmJXnE4b,DJtAmJXnE4b,
906000993992,Luyindu CH,United States,,Funding,,,,,,,,Geocoding 2013,,hKhA8V95ccl,hKhA8V95ccl,
906000993994,Mfinda,United States,,Funding,,,,,,,,Geocoding 2013,,A8zp6sc4fe9,A8zp6sc4fe9,
906000993996,Polyclinique St Joseph,United States,,Funding,,,,,,,,Geocoding 2013,,kVEbVWNp8Gz,kVEbVWNp8Gz,
906000993998,St Christophe,United States,,Funding,,,,,,,,Geocoding 2013,,RlSmEh5BZjp,RlSmEh5BZjp,
906000994000,Tshatshi CH,United States,,Funding,,,,,,,,Geocoding 2013,,KQUH4BqHQ1u,KQUH4BqHQ1u,
906000994002,Amba ,United States,,Funding,,,,,,,,Geocoding 2013,,RNQBYOpLbW6,RNQBYOpLbW6,
906000994004,Esengo - Kisenso,United States,,Funding,,,,,,,,Geocoding 2013,,yaU2DgynIgj,yaU2DgynIgj,
906000994006,Kisenso CHE,United States,,Funding,,,,,,,,Geocoding 2013,,dLDzxs8nOcG,dLDzxs8nOcG,
906000994008,Liberation ,United States,,Funding,,,,,,,,Geocoding 2013,,ar2kPQnvkEu,ar2kPQnvkEu,
906000994010,Maternite Caideco,United States,,Funding,,,,,,,,Geocoding 2013,,FzE5nj7tA15,FzE5nj7tA15,
906000994012,Mayika ,United States,,Funding,,,,,,,,Geocoding 2013,,c4ILX7GeMe7,c4ILX7GeMe7,
906000994014,Misericorde CM,United States,,Funding,,,,,,,,Geocoding 2013,,T7Hkt2NWs8u,T7Hkt2NWs8u,
906000994016,Mushie ,United States,,Funding,,,,,,,,Geocoding 2013,,UqAVRVtm0MZ,UqAVRVtm0MZ,
906000994018,Revelation,United States,,Funding,,,,,,,,Geocoding 2013,,gOn3ZiTlaQ6,gOn3ZiTlaQ6,
906000994020,Revolution ,United States,,Funding,,,,,,,,Geocoding 2013,,h1JVC7BWpeG,h1JVC7BWpeG,
906000994022,St Ambroise,United States,,Funding,,,,,,,,Geocoding 2013,,iPj6uYusI7I,iPj6uYusI7I,
906000994024,Alice Mulanga ,United States,,Funding,,,,,,,,Geocoding 2013,,pmC5EFcqhsv,pmC5EFcqhsv,
906000994026,Benedict ,United States,,Funding,,,,,,,,Geocoding 2013,,wFm0TLeUQ12,wFm0TLeUQ12,
906000994028,Bon Berger - Lemba CH,United States,,Funding,,,,,,,,Geocoding 2013,,bRleww2oEXz,bRleww2oEXz,
906000994030,Caideco ,United States,,Funding,,,,,,,,Geocoding 2013,,D1GyBvto1IU,D1GyBvto1IU,
906000994032,Cliniques Univeristaires de Kinshasa (CUK),United States,,Funding,,,,,,,,Geocoding 2013,,ur1Y4wH787C,ur1Y4wH787C,
906000994034,ELIMO SANTU ,United States,,Funding,,,,,,,,Geocoding 2013,,wwcza9ipMtN,wwcza9ipMtN,
906000994036,El Roi,United States,,Funding,,,,,,,,Geocoding 2013,,tKZLE8bmDYS,tKZLE8bmDYS,
906000994038,Elikya ,United States,,Funding,,,,,,,,Geocoding 2013,,Iv6ORAzwgQM,Iv6ORAzwgQM,
906000994040,La Colombe ,United States,,Funding,,,,,,,,Geocoding 2013,,TDtxxRub1Q6,TDtxxRub1Q6,
906000994042,Lisanga ,United States,,Funding,,,,,,,,Geocoding 2013,,t4UBq7hf9wS,t4UBq7hf9wS,
906000994044,Mont-Amba CH,United States,,Funding,,,,,,,,Geocoding 2013,,zFEyqUJPixg,zFEyqUJPixg,
906000994046,Poly Fam,United States,,Funding,,,,,,,,Geocoding 2013,,LuPY3fc6ydl,LuPY3fc6ydl,
906000994048,St GABRIEL,United States,,Funding,,,,,,,,Geocoding 2013,,BV4buzBTqqs,BV4buzBTqqs,
906000994050,Ste RITA  - Lemba ,United States,,Funding,,,,,,,,Geocoding 2013,,s4JUML7VBiK,s4JUML7VBiK,
906000994052,Union Medicale,United States,,Funding,,,,,,,,Geocoding 2013,,SEXKqCXEBEH,SEXKqCXEBEH,
906000994054,Kokolo (Ft Kokolo) ,United States,,Funding,,,,,,,,Geocoding 2013,,Ub0X8XxSqsU,Ub0X8XxSqsU,
906000994056,Bolia ,United States,,Funding,,,,,,,,Geocoding 2013,,EJuGQzUfWgQ,EJuGQzUfWgQ,
906000994058,Casi ,United States,,Funding,,,,,,,,Geocoding 2013,,NvK5DD9iNQp,NvK5DD9iNQp,
906000994060,Christ Roi ,United States,,Funding,,,,,,,,Geocoding 2013,,r9YI3Bqehnl,r9YI3Bqehnl,
906000994062,Lunionzo ,United States,,Funding,,,,,,,,Geocoding 2013,,DE5CT2D1HVL,DE5CT2D1HVL,
906000994064,Matete CHR,United States,,Funding,,,,,,,,Geocoding 2013,,s4wAXpCrcE0,s4wAXpCrcE0,
906000994066,Maziba ,United States,,Funding,,,,,,,,Geocoding 2013,,sg3ZN04YF0b,sg3ZN04YF0b,
906000994068,Meravie ,United States,,Funding,,,,,,,,Geocoding 2013,,IHBbGwK4J0C,IHBbGwK4J0C,
906000994070,Mokengeli,United States,,Funding,,,,,,,,Geocoding 2013,,INbMfQD4r19,INbMfQD4r19,
906000994072,St Alphonse ,United States,,Funding,,,,,,,,Geocoding 2013,,MWypI6KEma0,MWypI6KEma0,
906000994074,St Raymond - Matete,United States,,Funding,,,,,,,,Geocoding 2013,,uvHjPNRVElj,uvHjPNRVElj,
906000994076,TBD1 - Matete,United States,,Funding,,,,,,,,Geocoding 2013,,apwdqCJNObl,apwdqCJNObl,
906000994078,TBD2 - Matete,United States,,Funding,,,,,,,,Geocoding 2013,,cK6Wa1G6ejz,cK6Wa1G6ejz,
906000994080,TBD3 - Matete,United States,,Funding,,,,,,,,Geocoding 2013,,PuzaDLjRJjO,PuzaDLjRJjO,
906000994082,TBD4 - Matete,United States,,Funding,,,,,,,,Geocoding 2013,,NqZdzOO3ngY,NqZdzOO3ngY,
906000994084,Vitamine,United States,,Funding,,,,,,,,Geocoding 2013,,mAq1U4Lz3wg,mAq1U4Lz3wg,
