Year,donorcode,donorname,agencycode,agencyname,crsid,projectnumber,initialreport,recipientcode,recipientname,regioncode,regionname,incomegroupcode,incomegroupname,flowcode,flowname,bi_multi,category,finance_t,aid_t,usd_commitment,usd_disbursement,usd_received,usd_commitment_defl,usd_disbursement_defl,usd_received_defl,usd_adjustment,usd_adjustment_defl,usd_amountuntied,usd_amountpartialtied,usd_amounttied,usd_amountuntied_defl,usd_amountpartialtied_defl,usd_amounttied_defl,usd_IRTC,usd_expert_commitment,usd_expert_extended,usd_export_credit,currencycode,commitment_national,disbursement_national,shortdescription,projecttitle,purposecode,purposename,sectorcode,sectorname,channelcode,channelname,channelreportedname,geography,expectedstartdate,completiondate,longdescription,gender,environment,trade,pdgg,FTC,PBA,investmentproject,assocfinance,biodiversity,climateMitigation,climateAdaptation,desertification,commitmentdate,typerepayment,numberrepayment,interest1,interest2,repaydate1,repaydate2,grantelement,usd_interest,usd_outstanding,usd_arrears_principal,usd_arrears_interest,usd_future_DS_principal,usd_future_DS_interest,RMNCH
2015,302,United States,,PEPFAR,,RPKlAF5Cu83,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uzima Wetu - Kikula,99810,,120,Health,,,,,,,RPKlAF5Cu83,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,zXiYHQltAoF,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belle Vue,99810,,120,Health,,,,,,,zXiYHQltAoF,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,a5bc6lcn2ek,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nguya,99810,,120,Health,,,,,,,a5bc6lcn2ek,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,h0XoJTZr5eb,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Panda HGR,99810,,120,Health,,,,,,,h0XoJTZr5eb,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,mlXbcqNvbhm,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBD1 - Panda,99810,,120,Health,,,,,,,mlXbcqNvbhm,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,QGCs9BkG497,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBD2 - Panda,99810,,120,Health,,,,,,,QGCs9BkG497,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,AWcVi2batmO,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBD3 - Panda,99810,,120,Health,,,,,,,AWcVi2batmO,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,XjzjIMAA2S4,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBD4 - Panda,99810,,120,Health,,,,,,,XjzjIMAA2S4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,MjHBZkO1Gtz,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Decouverte,99810,,120,Health,,,,,,,MjHBZkO1Gtz,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,aJoOmJ9uATE,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kalimasimba,99810,,120,Health,,,,,,,aJoOmJ9uATE,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,n7IBtMvd1KX,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kasungami ,99810,,120,Health,,,,,,,n7IBtMvd1KX,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,f2X9S2Lxi54,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kilima,99810,,120,Health,,,,,,,f2X9S2Lxi54,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,q1OnqahBifk,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kilima Simba,99810,,120,Health,,,,,,,q1OnqahBifk,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,Gdk7s5mEyAG,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kisanga HGR,99810,,120,Health,,,,,,,Gdk7s5mEyAG,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,IqYu0d5wqvp,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,La Foi,99810,,120,Health,,,,,,,IqYu0d5wqvp,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,zzPY4m6LqAa,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crisem,99810,,120,Health,,,,,,,zzPY4m6LqAa,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,dQwNpqrkjwx,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMANI ,99810,,120,Health,,,,,,,dQwNpqrkjwx,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,IIs5XLk0Kbg,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,BUISSON ARDENT ,99810,,120,Health,,,,,,,IIs5XLk0Kbg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,X7FJLcSKlfq,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Circulaire,99810,,120,Health,,,,,,,X7FJLcSKlfq,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,m7utP8mxZs2,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cite des Jeunes,99810,,120,Health,,,,,,,m7utP8mxZs2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,JifeXKRxjxc,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dominique SAVIO,99810,,120,Health,,,,,,,JifeXKRxjxc,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,R7JamzHvkEL,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ecaset,99810,,120,Health,,,,,,,R7JamzHvkEL,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,N7PuLzytcOq,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emmaus,99810,,120,Health,,,,,,,N7PuLzytcOq,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,ESkjGj6a12x,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Garenganze - Kampemba,99810,,120,Health,,,,,,,ESkjGj6a12x,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,SwFEdeSaxji,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jardin d'Eden CM,99810,,120,Health,,,,,,,SwFEdeSaxji,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,S7e4BaCL9Vr,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kabanga,99810,,120,Health,,,,,,,S7e4BaCL9Vr,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,HYHRTyk5KvC,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kampemba HGR,99810,,120,Health,,,,,,,HYHRTyk5KvC,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,UFhOFzDFkUq,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,LA RACINE ,99810,,120,Health,,,,,,,UFhOFzDFkUq,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,LiFDjeSmKhp,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lapofa,99810,,120,Health,,,,,,,LiFDjeSmKhp,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,UDOrBbK80li,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAISHA ,99810,,120,Health,,,,,,,UDOrBbK80li,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,fc81Wvn0Ypq,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mary Elmer,99810,,120,Health,,,,,,,fc81Wvn0Ypq,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,ZdpkFTbSkE2,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mont Carmel,99810,,120,Health,,,,,,,ZdpkFTbSkE2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,AmXcpoM3uT2,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reference,99810,,120,Health,,,,,,,AmXcpoM3uT2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,Ug0dAPuIcS4,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Savio,99810,,120,Health,,,,,,,Ug0dAPuIcS4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,J2YoZznthJB,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,St Charles,99810,,120,Health,,,,,,,J2YoZznthJB,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,R9R8wQfkaIe,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ste Famille de Nazareth ,99810,,120,Health,,,,,,,R9R8wQfkaIe,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,sWHn4EltKqq,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taba Congo,99810,,120,Health,,,,,,,sWHn4EltKqq,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,i8krTPfy1DE,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ave Maria,99810,,120,Health,,,,,,,i8krTPfy1DE,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,ep6gaJrhIxO,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baraka,99810,,120,Health,,,,,,,ep6gaJrhIxO,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,pkQTFji35rY,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Katuba HGR,99810,,120,Health,,,,,,,pkQTFji35rY,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,YEI7k9mJCn9,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lwizi ,99810,,120,Health,,,,,,,YEI7k9mJCn9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,iVkqAEQf0Ld,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manne Cachee,99810,,120,Health,,,,,,,iVkqAEQf0Ld,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,lH6ZWy27mkS,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Divin Messie,99810,,120,Health,,,,,,,lH6ZWy27mkS,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,K5HhLJMtFFG,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Franciphar,99810,,120,Health,,,,,,,K5HhLJMtFFG,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,bZwaDLusdSg,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamma Yetu,99810,,120,Health,,,,,,,bZwaDLusdSg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,LOdsolX68i0,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kimilolo,99810,,120,Health,,,,,,,LOdsolX68i0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,QDuNZeC77vt,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kimilolo,99810,,120,Health,,,,,,,QDuNZeC77vt,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,Be4mwhU4c9V,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mama Wa Huruma,99810,,120,Health,,,,,,,Be4mwhU4c9V,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,DTxLG6n4fcW,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mama wa Uruma,99810,,120,Health,,,,,,,DTxLG6n4fcW,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,H9yIPRNzALG,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mimbulu,99810,,120,Health,,,,,,,H9yIPRNzALG,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,CZaXMKhsnuX,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mutuale,99810,,120,Health,,,,,,,CZaXMKhsnuX,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,tuFFJZK1E3e,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somika,99810,,120,Health,,,,,,,tuFFJZK1E3e,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,ZKxqW2GenTc,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ste Bernadette,99810,,120,Health,,,,,,,ZKxqW2GenTc,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,GtFTwwzNxYV,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Triangle,99810,,120,Health,,,,,,,GtFTwwzNxYV,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,W1LvdiWpU6K,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,A.Barbier,99810,,120,Health,,,,,,,W1LvdiWpU6K,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,Qsxd9nGcUSp,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Awadi,99810,,120,Health,,,,,,,Qsxd9nGcUSp,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,ehxNmDo2a5v,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bakhita ,99810,,120,Health,,,,,,,ehxNmDo2a5v,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,OasE6itcEkA,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eben Ezer ,99810,,120,Health,,,,,,,OasE6itcEkA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,vGW29iPzSN1,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kenya 1,99810,,120,Health,,,,,,,vGW29iPzSN1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,GRjs9nQ1HsM,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kenya HGR,99810,,120,Health,,,,,,,GRjs9nQ1HsM,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,OT5jPx14IPr,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paul Mari B,99810,,120,Health,,,,,,,OT5jPx14IPr,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,QXGHno8EQ7f,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBD1 - Kenya,99810,,120,Health,,,,,,,QXGHno8EQ7f,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,gygC0iFqm7d,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBD2 - Kenya,99810,,120,Health,,,,,,,gygC0iFqm7d,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,RFKz7p1oUDP,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBD3 - Kenya,99810,,120,Health,,,,,,,RFKz7p1oUDP,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,EtHBHPuDo0r,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBD4 - Kenya,99810,,120,Health,,,,,,,EtHBHPuDo0r,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,xdjlZb5MxNV,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bumi,99810,,120,Health,,,,,,,xdjlZb5MxNV,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,qowRPdVmNqv,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bumi ,99810,,120,Health,,,,,,,qowRPdVmNqv,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,T0UEn5RGbEb,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crina ,99810,,120,Health,,,,,,,T0UEn5RGbEb,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,smnrklQUooP,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kamalondo HGR,99810,,120,Health,,,,,,,smnrklQUooP,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,F3gbn1rVbDZ,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBD - Kamalondo,99810,,120,Health,,,,,,,F3gbn1rVbDZ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,AeMQW9s2t83,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jardin d'Eden CM,99810,,120,Health,,,,,,,AeMQW9s2t83,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,mh2s9zHs6dP,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penny Wise And Guts ,99810,,120,Health,,,,,,,mh2s9zHs6dP,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,LjjTIOJC16U,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ste Famille de Nazareth ,99810,,120,Health,,,,,,,LjjTIOJC16U,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,WinWAJPbgBj,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBD1 - Kampemba,99810,,120,Health,,,,,,,WinWAJPbgBj,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,YJKdL07CHk1,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBD2 - Kampemba,99810,,120,Health,,,,,,,YJKdL07CHk1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,s1KeM67zu9K,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBD3 - Kampemba,99810,,120,Health,,,,,,,s1KeM67zu9K,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,KHok3230qCy,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBD4 - Kampemba,99810,,120,Health,,,,,,,KHok3230qCy,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,ksZfbkCyhA8,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBD5 - Kampemba,99810,,120,Health,,,,,,,ksZfbkCyhA8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,RlmhQJvub2a,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBD6 - Kampemba,99810,,120,Health,,,,,,,RlmhQJvub2a,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,X15CfJlCYBm,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bakhita ,99810,,120,Health,,,,,,,X15CfJlCYBm,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,CfWmIkRTMyj,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kalebuka ,99810,,120,Health,,,,,,,CfWmIkRTMyj,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,HTtNYZE6qho,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kenya 1,99810,,120,Health,,,,,,,HTtNYZE6qho,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,Un4HBrLeeZR,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kenya 1 ,99810,,120,Health,,,,,,,Un4HBrLeeZR,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,R9hzHeuJvHo,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kenya 2,99810,,120,Health,,,,,,,R9hzHeuJvHo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,jhr1a0ZjOMG,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kiba ,99810,,120,Health,,,,,,,jhr1a0ZjOMG,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,uNGDvNIfov1,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mama wa Watoto ,99810,,120,Health,,,,,,,uNGDvNIfov1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,evpNqLFIEy3,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adventiste Lubumbashi CM,99810,,120,Health,,,,,,,evpNqLFIEy3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,L6XpRktiWVN,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,CMCD POLYCLINIQUE,99810,,120,Health,,,,,,,L6XpRktiWVN,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,JcmUwcZxre4,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Camps ASS,99810,,120,Health,,,,,,,JcmUwcZxre4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,v50TSKnLIWG,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinique Universitaire Lubumbashi (CUL),99810,,120,Health,,,,,,,v50TSKnLIWG,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,jgqV27FaGX0,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gambela,99810,,120,Health,,,,,,,jgqV27FaGX0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,miet65hC5lO,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,KASAPA,99810,,120,Health,,,,,,,miet65hC5lO,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,JCWqSji03MN,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kalubwe II,99810,,120,Health,,,,,,,JCWqSji03MN,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,b9qiT4tfTDP,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kitumaini Polyclinique,99810,,120,Health,,,,,,,b9qiT4tfTDP,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,YyTN7q7STwG,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lumumba,99810,,120,Health,,,,,,,YyTN7q7STwG,,,,,,,,,,,,,,,,,,,,,,,,,,,
